company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
Suyana Media Productions,"Video Production for: narratives videos, tv commercials, corporate videos, events, social media, websites; Video Postproduction (Nonlinear editing, 2D-3D Animation, visual effects, color degrading, graphic design); Local Producer
",MWBE,SLBE,,No,No,"199 Chestnut Ave, Apt 1, Boston, MA 02130",Boston,MA,02130,Dolores Laganiere,Dolores E Laganiere / Producer,(978) 873-3010,,info@suyanamediaproductions.com,www.suyanamediaproductions.com,Sole Proprietorship,No,2023,Less than 10,TV - Television/Production,MK - Marketing,PG - Photography,512110 - Motion Picture and Video Production ,,,45130000 - Photographic and recording media,83110000 - Telecommunications media services,80140000 - Marketing and distribution
"CLC CONSULTING, LLC",Trauma-informed financial literacy; Credit education; Financial coaching; Credit counseling; Life insurance / annuities; Estate planning education; Fathers support groups; Parenting journey classes; Trauma-informed cooking classes; Early childhood mental health consulting; IEP advocacy,MBE,SBE,,Yes,Yes,"25 Morton Street, apt 108, QUINCY, MA 02169",QUINCY,MA,02169,Curtis Chambers,Curtis Lamar Chambers,(617) 938-2370,,info@clcconsulting.org,https://clcconsulting.org/,Limited Liability Company (LLC),,,Less than 10,"ED - Education (see also OS, TA)",COI - Consultants: Insurance & Financial,EC - Economic Development,624110 - Child and Youth Services ,611710 - Educational Support Services,624190 - Other Individual and Family Services ,93140000 - Community and social services,,
Praesidium Benefits,"Insurance brokerage firm, specializing in voluntary benefits",MWBE,SBE,,Yes,No,"One Gateway Center, Suite 650, Newton, MA 02458",Newton,MA,02458,Adrianne Limjoco,"Adrianne Limjoco, Managing Partner",(617) 658-7128,,alimjoco@praesidiumbenefits.com,https://www.praesidiumbenefits.com,Limited Liability Company (LLC),,,Less than 10,COI - Consultants: Insurance & Financial,IN - Insurance Agencies (see also COI),,524210 - Insurance Agencies and Brokerages ,524298 - All Other Insurance Related Activities ,,84130000 - Insurance and retirement services,,
"Josephine's Baking Company, LLC","A variety of gluten-free cookies with no artificial colors, flavors, or preservatives.",MWBE,SBE,,Yes,No,"158 W. Elm Avenue, Quincy, MA 02170",Quincy,MA,02170,Lydda Gonzalez de Uribe,Lydda Gonzalez de Uribe - Founder & President,(617) 750-2788,,info@josephinesbakingco.com,www.josephinesbakingco.com,Limited Liability Company (LLC),No,,Less than 10,"FD - Food Products, Services",,,311821 - Cookie and Cracker Manufacturing ,445291 - Baked Goods Stores ,722515 - Snack and Nonalcoholic Beverage Bars ,50180000 - Bread and bakery products,,
"This Renaissance Woman, Inc. DBA Every Little Word","Content Marketing: Content Strategy, Content Writing, Social Media, Content Deployment",WBE,SBE,,No,Yes,"94 Cliff Street, Quincy, MA 02169",Quincy,MA,02169,Kristen Sweeney,"Kristen Sweeney, CEO",(727) 385-7535,,kristen@everylittleword.co,https://everylittleword.co,Corporation,No,2015,Less than 10,MK - Marketing,COE - Consultants: Editorial,,541613 - Marketing Consulting Services ,,,80140000 - Marketing and distribution,82110000 - Writing and translations,
Rhyne Civic Strategies LLC,Urban Design; City Planning; Land Use Planning; Policy Advising; Development Entitlement & Advising; Architectural Design,WBE,SLBE,,No,No,"6 Liberty Square, PMB #489, Boston, MA 02109",Boston,MA,02109,Kennan Rhyne,"Ms. Kennan Rhyne, Principal",(617) 446-3412,,kennan@rhyne.llc,www.rhyne.llc,Limited Liability Company (LLC),No,2023,Less than 10,COB - Consultants: City Planning,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",541690 - Other Scientific and Technical Consulting Services,541310 - Architectural Services,,80100000 - Management advisory services,81100000 - Professional engineering services,
B. Williams Painting Company,Painting and papering contractors,MBE,SLBE,,No,No,"19 1/2 Mariposa Street, Hyde Park, MA 02136",Hyde Park,MA,02136,Bryant Williams,Bryant Williams,(617) 361-0134,,bwilliamspainting1@gmail.com,,Sole Proprietorship,Yes,1973,Less than 10,PA - Painting and Papering Contractors,,,238320 - Painting and Wall Covering Contractors,,,31210000 - Paints and primers and finishes,,
Nimblebot,Graphic Design; UI/UX; Software Development; Production/Post-Production/Video; Editing/Motion; Animation; Advertising; Strategy; Copy; Educational Content; Translation,MBE,SLBE,,No,Yes,"399 Boylston Street, Boston, MA 02116",Boston,MA,02116,Nadeem Mazen,"Nadeem Mazen, Owner & CEO",(617) 938-8881,,info@nimblebot.com,www.nimblebot.com,Limited Liability Company (LLC),No,2011,11 - 20,COD - Consultants: Design,COE - Consultants: Editorial,MK - Marketing,541430 - Graphic Design Services,512191 - Teleproduction and Other Postproduction Services ,,80140000 - Marketing and distribution,82140000 - Graphic design,45120000 - Photographic or filming or video equipment
5 Starz Transportation LLC ,"Providing 7D transportation in and around the city of Boston; Providing customized trips in and around the city of Boston. 
",MBE,SLBE,,No,No,"11 Oakwood Street, Dorchester, MA 02124",Dorchester,MA,02124,Shamel Shorter,Shamel Shorter,(774) 269-6157,,shamelshorter5@gmail.com,www.5starztransportation.com,Limited Liability Company (LLC),No,2023,Less than 10,SU - Suppliers,,,485410 - School and Employee Bus Transportation,485991 - Special Needs Transportation ,485999 - All Other Transit and Ground Passenger Transportation ,78110000 - Passenger transport,78140000 - Transport services,
Cambire Consulting ,"Financial, Administrative, and Grants Management Services ",MWBE,SLBE,,No,No,"152 Homestead Street, Boston, MA 02121",Boston,MA,02121,Elizabeth Sorrell,"Elizabeth Sorrell, CEO/Founder ",(857) 399-6533,,esorrell@cambireconsulting.com,,Limited Liability Company (LLC),No,2023,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,923120 - Administration of Public Health Programs ,80100000 - Management advisory services,93150000 - Public administration and finance services,
"Studio Kezia, LLC",Landscape Architecture,WBE,SLBE,,No,No,"22 Alicia Road, Boston, MA 02124",Boston,MA,02124,Kezia Ofiesh,Kezia Ofiesh,(857) 333-8876,,kezia@studio-kezia.com,www.studio-kezia.com,Limited Liability Company (LLC),No,2023,Less than 10,"LD - Landscaping (Design, Architects)",COD - Consultants: Design,"COA - Consultants: Architecture, Engineering",541320 - Landscape Architectural Services,,,81100000 - Professional engineering services,30120000 - Roads and landscape,72120000 - Nonresidential building construction services
"Service Design Collective, Inc.",Computer Systems Design Services; Administrative Management and General Management Consulting Services; Research and Development in the Social Sciences and Humanities; Professional and Management Development Training; Executive Search Services; Civic and Social Organizations ,WBE,SBE,,No,Yes,"1627 Brisbane Street, Silver Spring, MD 20902",Silver Spring,MD,20902,Kathryn Jurick,"Kathryn Jurick, Partner",(860) 337-4464,,sdc@servicedesigncollective.com,servicedesigncollective.com,Corporation,No,2021,Less than 10,COD - Consultants: Design,COM - Consultants: Management,TA - Training (see also ED),541512 - Computer Systems Design Services ,541611 - Administrative Management and General Management Consulting Services ,541720 - Research and Development in the Social Sciences and Humanities ,81160000 - Information Technology Service Delivery,,
Golden Builder Construction Inc.,Residential and Commercial Renovation; Painting; Vinyl and Hardie Plank Siding; Roofing; Kitchen and Bathroom; Blueboard and Drywall Installation; Flooring,MWBE,SBE,,No,Yes,"859 Willard Street, Suite 400, Quincy, MA 02169",Quincy,MA,02169,tomasa pujol,Tomasa Pujol,(978) 857-2250,,tpujol@goldenbuilder.net,www.goldenbuilder.net,Corporation,Yes,2018,Less than 10,GC - General Contractors,RS - Residential Services,CA - Carpentry,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,238320 - Painting and Wall Covering Contractors,238310 - Drywall and Insulation Contractors ,72110000 - Residential building construction services,,
The Perthshire House,Lodging House and Short Term Rentals,MBE,SLBE,,No,Yes,"55 Perthshire Road, Boston, MA, USA, Unit: B, Boston, MA 02090",Boston,MA,02090,Charles Mac Fadden,Charles Mac Fadden,(781) 742-5506,,theperthshirehouse@gmail.com,https://docs.google.com/document/d/1pJxCBg6hf5UPEi6w0CSIrhoTgZJ8we67cb1jVSzTsDw/edit,Limited Liability Company (LLC),No,2017,Less than 10,HM - Hotels/Motels,,,721110 - Hotels (except Casino Hotels) and Motels ,721191 - Bed-and-Breakfast Inns ,,90110000 - Hotels and lodging and meeting facilities,90110000 - Hotels and lodging and meeting facilities,
Redcon Security,Security guard; Patrol services; Video surveillance; Remote guarding; Camera installation; Access control; Concierge services,MBE,SLBE,,No,No,"361 Newbury Street, Boston, MA 02115",Boston,MA,02115,david console,David Console CEO,(857) 233-1068,,david@redconsecurityma.com,www.redconsecurityma.com,Limited Liability Company (LLC),No,2020,Less than 10,"SE - Security (Guards, Dogs, Systems)",,,561612 - Security Guards and Patrol Services ,561621 - Security Systems Services (except Locksmiths) ,812990 - All Other Personal Services ,46170000 - Security surveillance and detection,92120000 - Security and personal safety,
Kollective Global Communications Group,"Consulting, Public Relations, Communications, Professional Development, Media Relations, Public Speaking",MWBE,SBE,,No,No,"5 Winslow Road, Natick, MA 01760",Natick,MA,01760,Kristen Pope,"Kristen Pope and Kamara Daughtry, Partners",(305) 498-5947,,k.kglobalcommunicationsinc@gmail.com,,Partnership,No,2022,Less than 10,MK - Marketing,TV - Television/Production,COP - Consultants: Public Relations,541820 - Public Relations Agencies,541840 - Media Representatives,515120 - Television Broadcasting,55100000 - Printed media,83110000 - Telecommunications media services,45130000 - Photographic and recording media
Triple Coast LLC DBA Ula Cafe,"Limited service cafe and restaurant - breakfast, lunch, coffee and pastries",,SLBE,,No,No,"284 Amory Street, Boston, MA 02130",Boston,MA,02130,Elizabeth Santos,"Elizabeth Santos, Co-Owner",(617) 524-7890,,beth@ulacafe.com,ulacafe.com,Limited Liability Company (LLC),No,2021,11 - 20,CT - Catering,,,722513 - Limited-Service Restaurants ,,,90100000 - Restaurants and catering,,
MXM Research Group LLC,Research and evaluation services; Technical assistance; Training,MWBE,SBE,,No,Yes,"158 Great Road, Unit J #447, Bedford, MA 01730",Bedford,MA,01730,Min Ma,"Min Ma, Founder and Principal",(617) 286-6235,,min@mxmresearchgroup.com,www.mxmresearchgroup.com,Limited Liability Company (LLC),No,2021,Less than 10,COM - Consultants: Management,TA - Training (see also ED),,541910 - Marketing Research and Public Opinion Polling,541720 - Research and Development in the Social Sciences and Humanities ,,81130000 - Statistics,86130000 - Specialized educational services,80100000 - Management advisory services
Porchlight Insights LLC,"Consulting on performance management; Strategic planning; Continuous improvement projects; Survey development, administration and analysis; Data cleaning and analysis; Data storytelling; Training and coaching focused on integrating data into decision-making; Employee engagement surveys and plan development",WBE,SBE,,No,No,"2918 Campbell Street, Kansas City, MO 64109",Kansas City,MO,64109,Kate Bender,"Kate Bender, Co-Founder",(816) 226-8278,,kate.bender@porchlightinsights.com,www.porchlightinsights.com,Limited Liability Company (LLC),No,2022,Less than 10,COM - Consultants: Management,TA - Training (see also ED),,541611 - Administrative Management and General Management Consulting Services ,541618 - Other Management Consulting Services ,611430 - Professional and Management Development Training ,80100000 - Management advisory services,,
David and Associates,"Accounting services to include bookkeeping, payroll, business consulting, and financial literacy ",MWBE,SBE,,No,No,"661 Main Street, Millis, MA 02054",Millis,MA,02054,Christina David,Christina David,(857) 389-0633,,cdavid@davidassociate.com,davidassociate.com,Limited Liability Company (LLC),No,2023,Less than 10,AA - Accountants,COM - Consultants: Management,FI - Financial Services (see also BA and COI),541219 - Other Accounting Services ,561499 - All Other Business Support Services ,"541990 - All Other Professional, Scientific, and Technical Services",84110000 - Accounting and bookkeeping services,93150000 - Public administration and finance services,
SW Consulting,"Consultations, Trainings, Workshops, Life Coaching",MWBE,SLBE,,No,No,"45 School Street, SUITE 202, Boston, MA 02108",Boston,MA,02108,Shavon Williams,CEO/Founder,(857) 919-5100,,swe@survivingwarriorsconsulting.com,survivingwarriorsconsulting.com,Limited Liability Company (LLC),No,2023,Less than 10,"COH - Consultants: Health, Psychological","ED - Education (see also OS, TA)",TA - Training (see also ED),813319 - Other Social Advocacy Organizations ,813319 - Other Social Advocacy Organizations ,,93140000 - Community and social services,,
"TLE Consulting Group, Inc.",Technical assistance consulting to small businesses; Courses and workshops for small businesses; Entrepreneurial design and facilitation services.,MWBE,SBE,,No,Yes,"275 Grove Street, Suite 2-400, Newton, MA 02466",Newton,MA,02466,Tricia Young,"Tricia Young, CEO",(617) 213-0750,,tyoung@tleconsultinggroup.com,www.tleconsultinggroup.com,Corporation,No,2014,Less than 10,COM - Consultants: Management,EC - Economic Development,TA - Training (see also ED),541613 - Marketing Consulting Services ,541618 - Other Management Consulting Services ,611430 - Professional and Management Development Training ,86130000 - Specialized educational services,80160000 - Business administration services,86100000 - Vocational training
"Energy Management Associates, Inc.",BERDO 3RD PARTY VERIFIER; DECARBONIZATION STUDIES; ENERGY AUDITS; HVAC TROUBLE SHOOTING,,SBE,,No,No,"160 Beech St., Franklin, MA 02038",Franklin,MA,02038,STEPHEN DIGIACOMO,STEPHEN MARK DIGIACOMO,(617) 429-4708,,steve@ema-boston.com,https://ema-boston.com/,Corporation,No,1996,Less than 10,"COA - Consultants: Architecture, Engineering",,,541330 - Engineering Services,,,81100000 - Professional engineering services,,
LJ Transportation Services LLC,Transportation Services,MBE,SBE,,No,Yes,"19 Fairview Avenue Unit 1, Saugus, MA 01906",Saugus,MA,01906,Jean Louis Jacques,Jean Louis Jacques (CEO),(617) 955-4481,,jean@ljtransportationservices.com,,Limited Liability Company (LLC),No,2022,Less than 10,SU - Suppliers,SU - Suppliers,SU - Suppliers,485410 - School and Employee Bus Transportation,485410 - School and Employee Bus Transportation,485410 - School and Employee Bus Transportation,78140000 - Transport services,78140000 - Transport services,78140000 - Transport services
